OACI;CIAD;Nome;Município;UF;Tipo;LATGEOPOINT;LONGEOPOINT;Latitude;Longitude;Altitude;Operação Diurna;Operação Noturna;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência do Pavimento;Superfície;Validade do Registro;Portaria de Registro;Link Portaria;Luzes de Aproximação;Luzes de Área de Toque e Elevação Inicial (TLOF);Indicador Visual de Rampa de Aproximação;Luzes Indicadoras de Área de Aproximação Final de Decolagem (FATO);Luzes de Obstáculo;Luzes de Ponto de Vizada de Heliponto
SIOD;SP0534;DIMEP;SÃO PAULO;São Paulo;Elevado;-23,529444;-46,744167;23°31'46.0"S;046°44'39.0"W;740,0;VFR;VFR;34;Quadrado;21 m;4,50;Metálico;01/03/2026;PA2016-0435;https://pergamum.anac.gov.br/arquivos/PA2016-0435.pdf;;;;;;
SNUR;CE0055;Iguatemi Empresarial;FORTALEZA;Ceará;Elevado;-3,7536111;-38,490556;03°45'13.0"S;038°29'26.0"W;55,0;VFR;VFR;13 31;Quadrado;18 m;1,45;Concreto;30/06/2031;PA2021-5199;https://pergamum.anac.gov.br/arquivos/PA2021-5199.pdf;;;;;;
SSCY;PR0132;Sikorski;CAMPO LARGO;Paraná;No solo;-25,438333;-49,448333;25°26'18.6"S;049°26'54.7"W;960,0;VFR;VFR;7 22;Quadrado;18 m;5,00;Concreto;09/11/2022;PA2012-2380;https://pergamum.anac.gov.br/arquivos/PA2012-2380.pdf;;;;;;
SSFR;SP0748;18 do Forte Empresarial;BARUERI;São Paulo;Elevado;-23,483889;-46,856667;23°29'02.0"S;046°51'24.0"W;820,0;VFR;VFR;20;Quadrado;19,5 m;4,50;Concreto;26/01/2025;PA2015-0184;https://pergamum.anac.gov.br/arquivos/PA2015-0184.pdf;;;;;;
SJUW;SP0667;CPFL Sede;CAMPINAS;São Paulo;Elevado;-22,857778;-47,045;22°51'28.0"S;047°02'42.0"W;716,0;VFR;VFR;1 22;Quadrado;21 m;4,00;Concreto;07/01/2031;PA2020-3529;https://pergamum.anac.gov.br/arquivos/PA2020-3529.pdf;;;;;;
SSUB;SP0779;HBR;OSASCO;São Paulo;No solo;-23,478611;-46,781111;23°28'43.0"S;046°46'52.0"W;793,0;VFR;VFR;30;Quadrado;24 m;6,00;Concreto;22/11/2023;PA2013-2998;https://pergamum.anac.gov.br/arquivos/PA2013-2998.pdf;;;;;;
SJVC;SP0669;Vivicon;SÃO PAULO;São Paulo;Elevado;-23,513056;-46,667222;23°30'47.0"S;046°40'02.0"W;776,0;VFR;VFR;8;Quadrado;19,5 m;3,00;Concreto;07/12/2027;PA2017-3833;https://pergamum.anac.gov.br/arquivos/PA2017-3833.pdf;;;;;;
SDPJ;GO0182;Cidade Empresarial;APARECIDA DE GOIÂNIA;Goiás;Elevado;-16,75;-49,304722;16°45'00.0"S;049°18'17.0"W;902,0;VFR;VFR;16;Quadrado;18 m;3,49;Concreto;28/02/2029;PA2019-0610;https://pergamum.anac.gov.br/arquivos/PA2019-0610.pdf;;;;;;
SIYP;AL0021;Empresarial Delman;MACEIÓ;Alagoas;Elevado;-9,6738889;-35,718611;09°40'26.0"S;035°43'07.0"W;37,0;VFR;VFR;19;Quadrado;19,5 m;4,00;Concreto;03/02/2031;PA2019-2117;https://pergamum.anac.gov.br/arquivos/PA2019-2117.pdf;;;;;;
SNJT;SP0709;The One Office Tower Taubaté;TAUBATÉ;São Paulo;Elevado;-23,028889;-45,578611;23°01'44.0"S;045°34'43.0"W;645,0;VFR;VFR;11 29;Quadrado;21 m;4,50;Concreto;29/01/2026;PA2016-0179;https://pergamum.anac.gov.br/arquivos/PA2016-0179.pdf;;;;;;
SSLZ;SP0759;Golfe Lago Azul;ARAÇOIABA DA SERRA;São Paulo;No solo;-23,506389;-47,585;23°30'23.0"S;047°35'06.0"W;622,0;VFR;VFR;31;Quadrado;21 m;5,00;Concreto;05/04/2026;PA2016-0798;https://pergamum.anac.gov.br/arquivos/PA2016-0798.pdf;;;;;;
SDGG;SP0335;Aché Faria Lima;SÃO PAULO;São Paulo;Elevado;-23,560833;-46,694167;23°33'39.0"S;046°41'39.0"W;854,0;VFR;VFR;24;Quadrado;21 m;4,50;Concreto;19/11/2030;PA2020-3157;https://pergamum.anac.gov.br/arquivos/PA2020-3157.pdf;;;;;;
SJSL;SP0658;Hospital Sírio Libanês II;SÃO PAULO;São Paulo;Elevado;-23,557222;-46,653056;23°33'26.0"S;046°39'11.0"W;886,0;VFR;VFR;27;Quadrado;24 m;7,00;Concreto;20/03/2025;PA2015-0680;https://pergamum.anac.gov.br/arquivos/PA2015-0680.pdf;;;;;;
SDXX;SP0448;Fazenda Santa Vitória;QUELUZ;São Paulo;No solo;-22,510278;-44,748333;22°30'37.0"S;044°44'54.0"W;531,0;VFR;;34;Quadrado;21 m;4,50;Concreto;25/01/2022;PA2013-1214;https://pergamum.anac.gov.br/arquivos/PA2013-1214.pdf;;;;;;
SJBV;PR0117;Rio Verde/Mercosul;CAMPO LARGO;Paraná;No solo;-25,4575;-49,464722;25°27'27.0"S;049°27'53.0"W;896,0;VFR;VFR;6;Quadrado;24 m;10,00;Concreto;25/03/2031;PA2021-4410;https://pergamum.anac.gov.br/arquivos/PA2021-4410.pdf;;;;;;
SIHE;PR0108;Fortesolo;PARANAGUÁ;Paraná;No solo;-25,554167;-48,5575;25°33'15.3"S;048°33'27.6"W;10,0;VFR;;23;Quadrado;19,5 m;3,00;Concreto;26/06/2025;PA2015-1565;https://pergamum.anac.gov.br/arquivos/PA2015-1565.pdf;;;;;;
SSDJ;CE0057;Dias Branco;FORTALEZA;Ceará;No solo;-3,7452778;-38,499722;03°44'43.0"S;038°29'59.0"W;51,0;VFR;VFR;10;Quadrado;20 m;4,00;Concreto;04/11/2023;PA2013-2838;https://pergamum.anac.gov.br/arquivos/PA2013-2838.pdf;;;;;;
SDIF;MG0216;Palácio Tiradentes;BELO HORIZONTE;Minas Gerais;Elevado;-19,786667;-43,951667;19°47'12.0"S;043°57'06.0"W;837,0;VFR;VFR;18;Quadrado;21 m;6,00;Concreto;18/06/2031;PA2021-5194;https://pergamum.anac.gov.br/arquivos/PA2021-5194.pdf;;;;;;
SJLY;MG0243;Helicentro BH;NOVA LIMA;Minas Gerais;No solo;-20,047222;-43,961389;20°02'50.0"S;043°57'41.0"W;1341,0;VFR;VFR;13;Quadrado;21 m;4,30;Concreto;29/12/2030;PA2020-3771;https://pergamum.anac.gov.br/arquivos/PA2020-3771.pdf;;;;;;
SWGR;SP0805;Urbanova;SÃO JOSÉ DOS CAMPOS;São Paulo;No solo;-23,184167;-45,9325;23°11'03.0"S;045°55'57.0"W;576,0;VFR;VFR;28;Quadrado;20,25 m;3,50;Concreto;09/05/2022;PA2012-0873;https://pergamum.anac.gov.br/arquivos/PA2012-0873.pdf;;;;;;
SSZJ;SP0793;Semp Toshiba Jordanésia;CAJAMAR;São Paulo;No solo;-23,331667;-46,837222;23°19'54.0"S;046°50'14.0"W;738,0;VFR;VFR;32;Quadrado;20 m;4,50;Grama;26/07/2022;PA2012-1502;https://pergamum.anac.gov.br/arquivos/PA2012-1502.pdf;;;;;;
SWJE;CE0066;Solar Volta da Jurema;FORTALEZA;Ceará;Elevado;-3,7241667;-38,489444;03°43'27.0"S;038°29'22.0"W;97,0;VFR;VFR;12;Quadrado;20 m;4,00;Concreto;14/10/2023;PA2013-2692;https://pergamum.anac.gov.br/arquivos/PA2013-2692.pdf;;;;;;
SDEG;SP0316;Evolution Corporate;BARUERI;São Paulo;Elevado;-23,504444;-46,851111;23°30'16.0"S;046°51'04.0"W;915,0;VFR;VFR;28;Quadrado;24 m;10,00;Concreto;04/02/2024;PA2014-0289;https://pergamum.anac.gov.br/arquivos/PA2014-0289.pdf;;;;;;
SNSB;RJ0135;Betel;RIO DE JANEIRO;Rio de Janeiro;No solo;-22,915;-43,668611;22°54'54.0"S;043°40'07.8"W;8,0;VFR;;17;Quadrado;21 m;6,00;Grama;29/01/2026;PA2016-0180;https://pergamum.anac.gov.br/arquivos/PA2016-0180.pdf;;;;;;
SNHH;MG0252;Helibrás;ITAJUBÁ;Minas Gerais;No solo;-22,43;-45,480833;22°25'48.0"S;045°28'51.0"W;842,0;VFR;Sem Operação;2 20;Quadrado;29,25 m;12,00;Concreto;25/02/2031;PA2021-4110;https://pergamum.anac.gov.br/arquivos/PA2021-4110.pdf;;;;;;
SJSD;MG0244;Mineração Riacho dos Machados;RIACHO DOS MACHADOS;Minas Gerais;No solo;-16,056111;-43,129722;16°03'22.0"S;043°07'47.0"W;852,0;VFR;;31;Quadrado;20 m;4,30;Concreto;23/03/2027;PA2017-0838;https://pergamum.anac.gov.br/arquivos/PA2017-0838.pdf;;;;;;
SDPB;SP0400;Edifício Prime Business Center;FRANCA;São Paulo;Elevado;-20,536111;-47,39;20°32'10.0"S;047°23'24.0"W;1018,0;VFR;VFR;6 26;Quadrado;21 m;4,50;Concreto;25/05/2026;PA2016-1288;https://pergamum.anac.gov.br/arquivos/PA2016-1288.pdf;;;;;;
SIUI;MG0236;ITH;JUIZ DE FORA;Minas Gerais;Elevado;-21,781111;-43,361111;21°46'52.0"S;043°21'40.0"W;870,0;VFR;VFR;32;Quadrado;18 m;5,00;Concreto;29/01/2026;PA2016-0182;https://pergamum.anac.gov.br/arquivos/PA2016-0182.pdf;;;;;;
;SP1090;Torre Jequitibá;SÃO PAULO;São Paulo;Elevado;-23,625278;-46,705556;23°37'31.0"S;046°42'20.0"W;;VFR;VFR;20;Quadrado;;6,00;Concreto;29/12/2030;PA2020-3524;https://pergamum.anac.gov.br/arquivos/PA2020-3524.pdf;;;;;;
;RJ0321;Porto do Açu;SÃO JOÃO DA BARRA;Rio de Janeiro;No solo;-21,801389;-41,1025;21°48'05.0"S;041°06'09.0"W;;VFR;VFR;8 26;Retangular;31 m x 600 m;12,00;Asfalto;15/01/2031;PA2020-3795;https://pergamum.anac.gov.br/arquivos/PA2020-3795.pdf;;;;;;
SDLS;SC0042;Hangar 77;GUABIRUBA;Santa Catarina;No solo;-27,083611;-48,964722;27°05'01.0"S;048°57'53.0"W;32,0;VFR;VFR;11;Quadrado;20 m;5,00;Concreto;29/01/2026;PA2016-0184;https://pergamum.anac.gov.br/arquivos/PA2016-0184.pdf;;;;;;
SJGQ;SP0621;Ledware;CRUZEIRO;São Paulo;No solo;-22,573889;-44,968889;22°34'26.0"S;044°58'08.0"W;553,0;VFR;VFR;22;Quadrado;19,5 m;4,00;Concreto;05/04/2022;PA2012-0637;https://pergamum.anac.gov.br/arquivos/PA2012-0637.pdf;;;;;;
SWVE;BA0237;Tree Bies Resort;ENTRE RIOS;Bahia;No solo;-12,239722;-37,775556;12°14'23.0"S;037°46'32.0"W;4,0;VFR;VFR;3;Quadrado;21 m;5,70;Concreto;01/03/2026;PA2016-0438;https://pergamum.anac.gov.br/arquivos/PA2016-0438.pdf;;;;;;
SNFD;RJ0128;Porto Frade;ANGRA DOS REIS;Rio de Janeiro;No solo;-22,97;-44,444444;22°58'12.0"S;044°26'40.0"W;5,0;VFR;;27;Quadrado;20,52 m;4,50;Grama;09/03/2026;PA2016-0519;https://pergamum.anac.gov.br/arquivos/PA2016-0519.pdf;;;;;;
SNIA;SP0706;Arujá;ARUJÁ;São Paulo;No solo;-23,394167;-46,354444;23°23'39.0"S;046°21'16.0"W;797,0;VFR;;16;Quadrado;19,6 m;4,00;Grama;23/12/2025;PA2015-3391;https://pergamum.anac.gov.br/arquivos/PA2015-3391.pdf;;;;;;
SSAX;RJ0143;AVL;CONCEIÇÃO DE MACABU;Rio de Janeiro;No solo;-22,100556;-41,782222;22°06'02.0"S;041°46'56.0"W;27,0;VFR;VFR;36;Quadrado;24 m;12,00;Concreto;20/09/2021;PA2011-1780;https://pergamum.anac.gov.br/arquivos/PA2011-1780.pdf;;;;;;
SNDN;BA0212;Cemaden - CIGE ;SALVADOR;Bahia;Elevado;-12,943889;-38,425556;12°56'38.0"S;038°25'32.0"W;78,0;VFR;VFR;1;Quadrado;19,54 m;3,59;Concreto;29/03/2027;PA2017-0911;https://pergamum.anac.gov.br/arquivos/PA2017-0911.pdf;;;;;;
SD2C;RJ0256;A Tartaruga;ANGRA DOS REIS;Rio de Janeiro;No solo;-23,029722;-44,349167;23°01'47.0"S;044°20'57.0"W;;VFR;VFR;18;Quadrado;19,5 m;5,00;Grama;07/01/2031;PA2020-3353;https://pergamum.anac.gov.br/arquivos/PA2020-3353.pdf;;;;;;
SNGC;SP0699;Galleria Corporate;CAMPINAS;São Paulo;Elevado;-22,866389;-47,021667;22°51'59.0"S;047°01'18.0"W;677,0;VFR;VFR;9 30;Quadrado;22,5 m;5,00;Concreto;06/10/2026;PA2016-2497;https://pergamum.anac.gov.br/arquivos/PA2016-2497.pdf;;;;;;
SSQH;MG0271;Hospital Mater Dei;BELO HORIZONTE;Minas Gerais;Elevado;-19,927778;-43,949722;19°55'40.0"S;043°56'59.0"W;932,0;VFR;VFR;22;Quadrado;21 m;5,00;Concreto;29/12/2030;PA2020-3778;https://pergamum.anac.gov.br/arquivos/PA2020-3778.pdf;;;;;;
SNMO;SP0714;Sítio Baronesa;CAMPOS DO JORDÃO;São Paulo;No solo;-22,719167;-45,615833;22°43'09.0"S;045°36'57.0"W;1746,0;VFR;VFR;21;Quadrado;23 m;6,00;Concreto;19/07/2027;PA2017-2010;https://pergamum.anac.gov.br/arquivos/PA2017-2010.pdf;;;;;;
SJHY;MG0296;Hospital da UNIMED Betim;BETIM;Minas Gerais;Elevado;-19,958611;-44,170556;19°57'31.0"S;044°10'14.0"W;847,0;VFR;VFR;5 26;Quadrado;20 m;4,00;Concreto;01/04/2029;PA2019-0919;https://pergamum.anac.gov.br/arquivos/PA2019-0919.pdf;;;;;;
SIRU;SP0546;Condomínio Trio Ribeirão;RIBEIRÃO PRETO;São Paulo;Elevado;-21,199444;-47,8075;21°11'58.9"S;047°48'27.4"W;696,0;VFR;VFR;3 24;Quadrado;18 m;3,00;Concreto;11/11/2025;PA2015-3002;https://pergamum.anac.gov.br/arquivos/PA2015-3002.pdf;;;;;;
SSJH;RJ0146;Ninho do Condor;NOVA IGUAÇU;Rio de Janeiro;No solo;-22,664444;-43,491944;22°39'52.0"S;043°29'31.0"W;53,0;VFR;VFR;29;Quadrado;29,25 m;11,00;Concreto;16/07/2025;PA2015-1861;https://pergamum.anac.gov.br/arquivos/PA2015-1861.pdf;;;;;;
SWWG;RJ0168;Vera Gol;ITABORAÍ;Rio de Janeiro;No solo;-22,753056;-42,879444;22°45'11.0"S;042°52'46.0"W;9,0;VFR;VFR;20;Quadrado;21 m;6,00;Concreto;27/03/2025;PA2015-0736;https://pergamum.anac.gov.br/arquivos/PA2015-0736.pdf;;;;;;
SIQP;MA0058;Pedra Caída;CAROLINA;Maranhão;No solo;-7,0408333;-47,443056;07°02'27.0"S;047°26'35.0"W;250,0;VFR;VFR;8;Quadrado;19,5 m;4,00;Concreto;29/01/2025;PA2015-0219;https://pergamum.anac.gov.br/arquivos/PA2015-0219.pdf;;;;;;
SDQW;SP0412;Guararema;GUARAREMA;São Paulo;No solo;-23,326389;-46,128611;23°19'35.0"S;046°07'43.0"W;592,0;VFR;VFR;8;Quadrado;24 m;6,00;Concreto;11/09/2024;PA2014-2119;https://pergamum.anac.gov.br/arquivos/PA2014-2119.pdf;;;;;;
SIHG;GO0157;Gois;VALPARAÍSO DE GOIÁS;Goiás;No solo;-16,063611;-47,998889;16°03'49.0"S;047°59'56.0"W;1129,0;VFR;VFR;11;Quadrado;16 m;5,00;Asfalto;28/02/2024;PA2014-0486;https://pergamum.anac.gov.br/arquivos/PA2014-0486.pdf;;;;;;
SDHO;SP0346;Bradesco - Santo André;SANTO ANDRÉ;São Paulo;Elevado;-23,655833;-46,528333;23°39'21.0"S;046°31'42.0"W;769,0;VFR;;14;Quadrado;23 m;4,20;Concreto;03/11/2021;PA2011-2123;https://pergamum.anac.gov.br/arquivos/PA2011-2123.pdf;;;;;;
SSFT;SC0090;Nanete Têxtil;JARAGUÁ DO SUL;Santa Catarina;No solo;-26,538056;-49,132778;26°32'17.0"S;049°07'58.0"W;46,0;VFR;VFR;4;Quadrado;18 m;1,80;Concreto;11/01/2022;PA2012-0061;https://pergamum.anac.gov.br/arquivos/PA2012-0061.pdf;;;;;;
SDUH;SP0429;Villa Otto Baumgart;CAMPOS DO JORDÃO;São Paulo;No solo;-22,743611;-45,563056;22°44'37.0"S;045°33'47.0"W;1730,0;VFR;VFR;20;Quadrado;21 m;4,40;Concreto;11/09/2024;PA2014-2122;https://pergamum.anac.gov.br/arquivos/PA2014-2122.pdf;;;;;;
SWUT;MG0287;Fiat Betim;BETIM;Minas Gerais;No solo;-19,970278;-44,106389;19°58'13.0"S;044°06'23.0"W;940,0;VFR;VFR;23;Quadrado;29,25 m;11,00;Concreto;19/09/2022;PA2012-1889;https://pergamum.anac.gov.br/arquivos/PA2012-1889.pdf;;;;;;
SJCD;SP0603;Condomínio Vitassay;BOITUVA;São Paulo;No solo;-23,3075;-47,663611;23°18'27.0"S;047°39'49.0"W;627,0;VFR;;10;Quadrado;21 m;4,50;Grama;19/11/2022;PA2012-2509;https://pergamum.anac.gov.br/arquivos/PA2012-2509.pdf;;;;;;
SIXW;SP0575;Cana Brava;ARANDU;São Paulo;No solo;-23,209444;-49,113611;23°12'34.0"S;049°06'49.0"W;590,0;VFR;VFR;15;Quadrado;24 m;5,00;Grama;13/06/2022;PA2012-1165;https://pergamum.anac.gov.br/arquivos/PA2012-1165.pdf;;;;;;
SDSR;SP0418;Subestação São Roque;IBIÚNA;São Paulo;No solo;-23,659167;-47,103333;23°39'33.0"S;047°06'12.0"W;874,0;VFR;VFR;20;Quadrado;34 m;10,00;Concreto;13/10/2021;PA2017-1713;https://pergamum.anac.gov.br/arquivos/PA2017-1713.pdf;;;;;;
SJSY;RJ0114;SICPA;RIO DE JANEIRO;Rio de Janeiro;No solo;-22,883889;-43,734722;22°53'02.0"S;043°44'05.0"W;4,0;VFR;VFR;24;Quadrado;20 m;4,00;Concreto;19/11/2024;PA2014-2707;https://pergamum.anac.gov.br/arquivos/PA2014-2707.pdf;;;;;;
SSQF;BA0221;Frysk ;CONDE;Bahia;No solo;-11,827778;-37,636111;11°49'40.0"S;037°38'10.0"W;33,0;VFR;VFR;1 16;Quadrado;19,5 m;6,00;Concreto;06/02/2025;PA2015-0284;https://pergamum.anac.gov.br/arquivos/PA2015-0284.pdf;;;;;;
SICO;ES0014;Columbia II;FUNDÃO;Espírito Santo;No solo;-19,9375;-40,411111;19°56'15.0"S;040°24'40.0"W;42,0;VFR;VFR;20;Quadrado;20 m;4,00;Grama;27/01/2024;PA2014-0206;https://pergamum.anac.gov.br/arquivos/PA2014-0206.pdf;;;;;;
SWCM;MG0281;Hospital Marcio Cunha;IPATINGA;Minas Gerais;No solo;-19,497222;-42,539444;19°29'50.0"S;042°32'22.0"W;279,0;VFR;VFR;2;Quadrado;21 m;4,00;Concreto;26/01/2025;PA2015-0172;https://pergamum.anac.gov.br/arquivos/PA2015-0172.pdf;;;;;;
SIDC;RJ0070;Sítio Sobradinho;PARATY;Rio de Janeiro;No solo;-23,221389;-44,784167;23°13'17.0"S;044°47'03.0"W;98,0;VFR;VFR;31;Quadrado;24 m;5,00;Concreto;15/10/2025;PA2015-2737;https://pergamum.anac.gov.br/arquivos/PA2015-2737.pdf;;;;;;
SDFG;DF0009;CADF;BRASÍLIA;Distrito Federal;Elevado;-15,836111;-48,083889;15°50'10.3"S;048°05'02.3"W;1226,0;VFR;VFR;18;Quadrado;29,25 m;12,00;Concreto;15/01/2025;PA2015-0079;https://pergamum.anac.gov.br/arquivos/PA2015-0079.pdf;;;;;;
SIHN;SC0052;Marina Beach Tower;BALNEÁRIO CAMBORIÚ;Santa Catarina;No solo;-27,005556;-48,620556;27°00'20.0"S;048°37'14.0"W;8,0;VFR;VFR;31;Quadrado;20 m;5,00;Concreto;21/10/2025;PA2015-2810;https://pergamum.anac.gov.br/arquivos/PA2015-2810.pdf;;;;;;
SWTM;PR0148;Moro Golf Club;PONTA GROSSA;Paraná;No solo;-25,114722;-50,172222;25°06'53.0"S;050°10'20.0"W;885,0;VFR;VFR;3;Quadrado;18,75 m;5,00;Asfalto;09/05/2022;PA2012-0871;https://pergamum.anac.gov.br/arquivos/PA2012-0871.pdf;;;;;;
SWWS;SP0840;Sorocaba Business Park;SOROCABA;São Paulo;No solo;-23,445278;-47,389444;23°26'43.0"S;047°23'22.0"W;616,0;VFR;;11;Quadrado;21 m;4,30;Concreto;25/06/2031;PA2021-5239;https://pergamum.anac.gov.br/arquivos/PA2021-5239.pdf;;;;;;
SJOI;SP0639;Office Premium Indaiatuba;INDAIATUBA;São Paulo;Elevado;-23,095;-47,222778;23°05'42.0"S;047°13'22.0"W;632,0;VFR;VFR;6;Quadrado;20,6 m;4,00;Concreto;23/03/2025;PA2015-0701;https://pergamum.anac.gov.br/arquivos/PA2015-0701.pdf;;;;;;
SJCE;RJ0097;Convem;MAGÉ;Rio de Janeiro;No solo;-22,660278;-43,158333;22°39'37.0"S;043°09'30.0"W;17,0;VFR;VFR;26;Quadrado;24 m;6,00;Concreto;11/04/2026;PA2016-0865;https://pergamum.anac.gov.br/arquivos/PA2016-0865.pdf;;;;;;
SSUO;SP0784;Unifly;ARUJÁ;São Paulo;No solo;-23,408611;-46,330556;23°24'31.0"S;046°19'50.0"W;805,0;VFR;VFR;34;Quadrado;21 m;6,00;Concreto;20/09/2021;PA2011-1802;https://pergamum.anac.gov.br/arquivos/PA2011-1802.pdf;;;;;;
SDJJ;SP0362;Rio Pardo;IARAS;São Paulo;No solo;-22,871389;-49,0475;22°52'17.0"S;049°02'51.0"W;646,0;VFR;VFR;2 23;Quadrado;24 m;6,00;Concreto;02/05/2023;PA2013-1097;https://pergamum.anac.gov.br/arquivos/PA2013-1097.pdf;;;;;;
SDIS;SP0356;The Eagle's Nest;ARANDU;São Paulo;No solo;-23,2475;-49,023889;23°14'51.0"S;049°01'26.0"W;569,0;VFR;VFR;13;Quadrado;21 m;7,00;Concreto;26/07/2031;PA2021-5530;https://pergamum.anac.gov.br/arquivos/PA2021-5530.pdf;;;;;;
SJIB;BA0204;Itabuna;ITABUNA;Bahia;No solo;-14,823611;-39,319722;14°49'25.0"S;039°19'11.0"W;66,0;VFR;;20;Quadrado;26 m;9,00;Concreto;08/08/2021;PA2011-1500;https://pergamum.anac.gov.br/arquivos/PA2011-1500.pdf;;;;;;
SWKK;RJ0161;Huck;RIO DE JANEIRO;Rio de Janeiro;No solo;-23,008611;-43,288056;23°00'31.0"S;043°17'17.0"W;100,0;VFR;VFR;30;Quadrado;19,5 m;4,00;Concreto;21/12/2021;PA2011-2462;https://pergamum.anac.gov.br/arquivos/PA2011-2462.pdf;;;;;;
SWAH;MG0277;Eco Aviação;BELO HORIZONTE;Minas Gerais;No solo;-19,842222;-43,871389;19°50'32.0"S;043°52'17.0"W;698,0;VFR;VFR;13 34;Quadrado;21,45 m;5,00;Concreto;23/04/2025;PA2017-2959;https://pergamum.anac.gov.br/arquivos/PA2017-2959.pdf;;;;;;
SDTQ;SP0427;Tribuna Square;SANTOS;São Paulo;Elevado;-23,936667;-46,321667;23°56'12.0"S;046°19'18.0"W;72,0;VFR;VFR;12 30;Quadrado;20 m;5,00;Concreto;11/07/2024;PA2015-0432;https://pergamum.anac.gov.br/arquivos/PA2015-0432.pdf;;;;;;
SITZ;CE0039;ITC Central Park I;FORTALEZA;Ceará;Elevado;-3,7391667;-38,473333;03°44'21.0"S;038°28'24.0"W;103,0;VFR;Sem Operação;4;Quadrado;18 m;3,00;Concreto;14/03/2028;PA2018-0795;https://pergamum.anac.gov.br/arquivos/PA2018-0795.pdf;;;;;;
SSTI;RJ0150;Fazenda Santa Matilde;PETRÓPOLIS;Rio de Janeiro;No solo;-22,267778;-43,002222;22°16'04.6"S;043°00'08.9"W;951,0;VFR;VFR;34;Quadrado;24 m;9,00;Grama;09/11/2022;PA2018-1505;https://pergamum.anac.gov.br/arquivos/PA2018-1505.pdf;;;;;;
SDDS;SP0311;Sucupira;SÃO PAULO;São Paulo;Elevado;-23,624167;-46,703333;23°37'27.0"S;046°42'12.0"W;841,0;VFR;VFR;22;Quadrado;26 m;5,00;Concreto;05/09/2028;PA2018-2626;https://pergamum.anac.gov.br/arquivos/PA2018-2626.pdf;;;;;;
SIJX;SP0513;Internacional Plaza;SÃO PAULO;São Paulo;Elevado;-23,591389;-46,681667;23°35'29.0"S;046°40'54.0"W;797,0;VFR;VFR;22;Quadrado;24 m;6,00;Concreto;29/04/2031;PA2021-4850;https://pergamum.anac.gov.br/arquivos/PA2021-4850.pdf;;;;;;
SIYY;BA0200;Briogold C1;SANTALUZ;Bahia;No solo;-11,001944;-39,294444;11°00'07.9"S;039°17'40.6"W;271,0;VFR;;34;Quadrado;20 m;2,60;Concreto;05/05/2025;PA2018-3608;https://pergamum.anac.gov.br/arquivos/PA2018-3608.pdf;;;;;;
SIKB;SC0055;Kekafly I;BRUSQUE;Santa Catarina;No solo;-27,082778;-48,925556;27°04'58.0"S;048°55'32.0"W;47,0;VFR;VFR;31;Quadrado;20 m;3,00;Concreto;26/03/2031;PA2021-4504;https://pergamum.anac.gov.br/arquivos/PA2021-4504.pdf;;;;;;
SNMY;SP0716;Medic Life;BARUERI;São Paulo;No solo;-23,485;-46,856944;23°29'06.0"S;046°51'25.0"W;838,0;VFR;VFR;18;Quadrado;19,5 m;3,00;Concreto;;;;;;;;;
SNBY;MG0250;Torre Boulevard;BELO HORIZONTE;Minas Gerais;Elevado;-19,920278;-43,920833;19°55'13.0"S;043°55'15.0"W;939,0;VFR;VFR;16 31;Quadrado;21 m;4,50;Concreto;05/12/2023;PA2013-3175;https://pergamum.anac.gov.br/arquivos/PA2013-3175.pdf;;;;;;
SSZU;PB0020;Centro de Convenções de João Pessoa;JOÃO PESSOA;Paraíba;No solo;-7,1894444;-34,803056;07°11'22.8"S;034°48'11.0"W;27,0;VFR;VFR;5 21;Quadrado;22 m;5,00;Concreto;23/12/2025;PA2015-3392;https://pergamum.anac.gov.br/arquivos/PA2015-3392.pdf;;;;;;
SJVE;SP0670;VR Campos do Jordão;CAMPOS DO JORDÃO;São Paulo;No solo;-22,743333;-45,544167;22°44'36.0"S;045°32'39.0"W;1729,0;VFR;VFR;13 22;Quadrado;24 m;6,00;Concreto;09/03/2031;PA2021-4371;https://pergamum.anac.gov.br/arquivos/PA2021-4371.pdf;;;;;;
SJLR;PR0121;Cambiju;PONTA GROSSA;Paraná;No solo;-25,246944;-49,918056;25°14'49.0"S;049°55'05.0"W;1015,0;VFR;VFR;6;Quadrado;20 m;3,00;Concreto;25/02/2031;PA2021-4178;https://pergamum.anac.gov.br/arquivos/PA2021-4178.pdf;;;;;;
SSGI;CE0058;LC CORPORATE GREEN TOWER;FORTALEZA;Ceará;Elevado;-3,7266667;-38,504444;03°43'36.0"S;038°30'16.0"W;92,0;VFR;VFR;13;Quadrado;21 m;4,00;Concreto;;;;;;;;;
SDEF;SP0315;Eco Fly;FERRAZ DE VASCONCELOS;São Paulo;Elevado;-23,532222;-46,386111;23°31'56.0"S;046°23'10.0"W;796,0;VFR;VFR;3 18;Quadrado;21 m;4,50;Concreto;27/11/2024;PA2014-2821;https://pergamum.anac.gov.br/arquivos/PA2014-2821.pdf;;;;;;
SJAE;ES0019;Hospital Estadual Dr. Jayme Santos Neves;SERRA;Espírito Santo;No solo;-20,201111;-40,228056;20°12'04.0"S;040°13'41.0"W;27,0;VFR;VFR;4;Quadrado;19,5 m;5,00;Concreto;16/01/2023;PA2014-3141;https://pergamum.anac.gov.br/arquivos/PA2014-3141.pdf;;;;;;
